FechaHora;Temp;Humedad;Gas;Ph;TempAmbiente;HumedadAmbiente
20/05/2025 11:10;18.55;83.87;95.85;7.82;17.62;78.00
20/05/2025 11:20;19.23;82.71;81.26;7.79;16.73;79.00
20/05/2025 11:30;19.38;82.38;80.80;7.76;17.49;79.00
20/05/2025 11:40;20.06;83.73;84.76;7.75;16.71;79.00
20/05/2025 11:50;19.81;80.97;99.15;7.73;17.44;80.00
20/05/2025 12:00;20.35;81.91;93.88;7.70;19.19;82.00
20/05/2025 12:10;20.55;79.06;96.19;7.67;17.98;80.00
20/05/2025 12:20;21.46;79.14;100.78;7.66;18.63;81.00
20/05/2025 12:30;21.23;80.07;87.31;7.63;18.56;81.00
20/05/2025 12:40;21.23;79.28;107.44;7.61;18.44;80.00
20/05/2025 12:50;21.88;81.92;100.82;7.59;18.59;80.00
20/05/2025 13:00;21.87;80.22;109.48;7.56;20.36;80.00
20/05/2025 13:10;21.50;79.69;104.02;7.54;19.09;80.00
20/05/2025 13:20;21.24;79.11;100.08;7.50;19.61;80.00
20/05/2025 13:30;21.29;78.55;96.79;7.47;19.81;81.00
20/05/2025 13:40;21.83;78.66;96.08;7.44;19.23;80.00
20/05/2025 13:50;21.35;79.54;108.25;7.42;19.54;80.00
20/05/2025 14:00;21.49;78.80;99.79;7.40;21.00;81.00
20/05/2025 14:10;21.05;75.59;107.96;7.36;21.08;81.00
20/05/2025 14:20;21.24;79.27;109.68;7.33;21.53;81.00
20/05/2025 14:30;21.75;77.47;78.49;7.29;20.94;81.00
20/05/2025 14:40;22.04;77.20;87.74;7.26;20.88;83.00
20/05/2025 14:50;22.64;77.50;87.37;7.23;20.98;82.00
20/05/2025 15:00;23.59;110.00;144.86;7.20;19.81;82.00
20/05/2025 15:10;23.43;77.23;85.39;7.17;20.62;83.00
20/05/2025 15:20;24.02;76.87;91.80;7.14;20.74;84.00
20/05/2025 15:30;23.18;74.93;84.10;7.13;20.15;85.00
20/05/2025 15:40;23.10;76.67;87.01;7.10;20.56;84.00
20/05/2025 15:50;22.37;77.45;101.08;7.08;20.68;83.00
20/05/2025 16:00;23.18;72.70;81.71;7.04;20.10;84.00
20/05/2025 16:10;23.44;75.45;104.35;7.01;19.61;83.00
20/05/2025 16:20;24.15;75.04;104.87;6.99;19.95;84.00
20/05/2025 16:30;24.62;75.72;106.86;6.96;20.02;83.00
20/05/2025 16:40;24.62;76.07;105.14;6.95;19.85;83.00
20/05/2025 16:50;24.07;75.65;108.86;6.94;19.69;82.00
20/05/2025 17:00;23.74;70.45;79.24;6.92;18.58;81.00
20/05/2025 17:10;22.92;73.01;104.40;6.89;18.71;82.00
20/05/2025 17:20;22.54;74.09;97.63;6.86;19.18;81.00
20/05/2025 17:30;23.11;70.54;95.90;6.84;19.36;82.00
20/05/2025 17:40;23.65;71.45;79.78;6.81;19.08;82.00
20/05/2025 17:50;23.90;71.98;92.16;6.77;19.08;82.00
20/05/2025 18:00;23.38;71.20;81.19;6.75;18.23;81.00
20/05/2025 18:10;23.85;71.72;78.83;6.73;17.95;81.00
20/05/2025 18:20;22.94;71.67;100.17;6.71;18.12;81.00
20/05/2025 18:30;22.81;70.80;100.46;6.68;18.21;80.00
20/05/2025 18:40;23.22;71.38;98.16;6.66;17.71;78.00
20/05/2025 18:50;23.49;72.19;0.00;6.64;18.35;79.00
20/05/2025 19:00;23.67;90.70;78.49;6.64;8.64;79.00
20/05/2025 19:10;23.74;92.43;91.06;6.62;10.10;81.00
20/05/2025 19:20;24.09;92.09;86.97;6.59;11.15;81.00
20/05/2025 19:30;23.34;90.33;97.09;6.58;10.51;82.00
20/05/2025 19:40;22.62;90.77;107.50;6.56;9.87;83.00
20/05/2025 19:50;22.47;91.05;87.28;6.55;11.12;83.00
20/05/2025 20:00;22.86;90.10;109.57;6.54;9.18;83.00
20/05/2025 20:10;22.88;89.71;96.11;6.53;10.33;82.00
20/05/2025 20:20;22.88;90.27;99.32;6.51;11.49;82.00
20/05/2025 20:30;22.27;89.68;108.41;6.50;10.45;82.00
20/05/2025 20:40;23.13;91.25;94.95;6.50;9.70;83.00
20/05/2025 20:50;23.62;91.33;99.54;6.48;9.95;82.00
20/05/2025 21:00;24.13;91.94;93.54;6.47;11.38;82.00
20/05/2025 21:10;23.87;92.42;98.10;6.45;8.52;82.00
20/05/2025 21:20;24.65;90.79;102.74;6.43;9.68;83.00
20/05/2025 21:30;25.23;90.67;99.34;6.40;11.21;83.00
20/05/2025 21:40;24.44;90.62;100.00;6.39;11.22;83.00
20/05/2025 21:50;23.57;90.90;103.42;6.36;9.78;83.00
20/05/2025 22:00;23.81;91.75;93.37;6.35;8.93;84.00
20/05/2025 22:10;23.32;92.12;100.28;6.33;8.99;83.00
20/05/2025 22:20;23.20;90.75;108.08;6.31;11.04;83.00
20/05/2025 22:30;23.29;90.28;75.99;6.30;8.84;84.00
20/05/2025 22:40;23.59;90.36;91.33;6.29;9.00;84.00
20/05/2025 22:50;23.73;92.45;108.87;6.29;10.22;83.00
20/05/2025 23:00;23.52;90.86;79.84;6.27;11.46;83.00
20/05/2025 23:10;22.55;92.03;101.50;6.26;10.24;82.00
20/05/2025 23:20;21.60;90.30;108.25;6.25;10.86;82.00
20/05/2025 23:30;20.80;91.80;102.98;6.22;9.06;83.00
20/05/2025 23:40;20.40;89.86;104.03;6.20;11.43;82.00
20/05/2025 23:50;21.04;89.64;96.93;6.18;10.87;82.00
21/05/2025 0:00;20.14;86.41;85.08;6.17;11.23;69.00
21/05/2025 0:10;20.84;85.38;82.93;6.15;11.27;69.00
21/05/2025 0:20;20.93;84.22;80.53;6.13;10.70;70.00
21/05/2025 0:30;21.79;85.39;85.55;6.12;8.87;70.00
21/05/2025 0:40;21.77;85.98;77.90;6.10;9.61;68.00
21/05/2025 0:50;21.33;84.82;75.21;6.08;9.28;69.00
21/05/2025 1:00;21.06;83.77;87.37;6.08;9.83;71.00
21/05/2025 1:10;20.23;84.94;76.90;6.06;8.95;72.00
21/05/2025 1:20;19.40;83.96;89.41;6.05;10.56;70.00
21/05/2025 1:30;18.68;85.17;90.06;6.04;11.26;70.00
21/05/2025 1:40;19.12;86.20;97.48;6.03;9.72;70.00
21/05/2025 1:50;18.37;84.86;85.79;6.02;9.17;69.00
21/05/2025 2:00;18.34;86.41;108.43;6.01;10.37;69.00
21/05/2025 2:10;18.00;86.13;96.77;6.00;9.82;68.00
21/05/2025 2:20;18.00;84.53;68.91;5.98;8.89;69.00
21/05/2025 2:30;18.00;85.26;61.09;5.97;8.67;68.00
21/05/2025 2:40;18.00;85.66;49.19;5.95;11.12;69.00
21/05/2025 2:50;18.00;84.25;51.50;5.92;9.85;69.00
21/05/2025 3:00;18.00;85.52;78.61;5.90;8.72;68.00
21/05/2025 3:10;18.00;84.97;78.46;5.88;11.39;67.00
21/05/2025 3:20;18.00;86.20;64.68;5.87;10.14;66.00
21/05/2025 3:30;18.00;83.51;0.00;5.86;9.41;67.00
21/05/2025 3:40;18.72;85.65;56.62;5.85;10.09;68.00
